691;"SUCCO DI MELA, CONSERVATO, non zuccherato";0,10;9,90;0,10;0,00;-2,00;38,00
692;"SUCCO DI MELAGRANA, FRESCO";0,20;11,60;-2,00;0,00;-2,00;44,00
693;"SUCCO DI PERA, CONSERVATO";0,10;15,20;-2,00;0,00;0,60;60,00
694;"SUCCO DI PESCA, CONSERVATO";0,30;13,30;-2,00;0,00;0,60;54,00
695;"SUCCO DI POMODORO, CONSERVATO";0,80;3,00;-2,00;0,00;0,60;14,00
696;"SUCCO DI POMPELMO, CONSERVATO, non zuccherato";0,40;8,30;0,10;0,00;-2,00;33,00
697;"SUCCO DI POMPELMO, CONSERVATO, zuccherato";0,60;11,00;0,10;0,00;0,10;46,00
698;"SUCCO DI SPINACI";1,40;0,50;0,30;0,00;0,90;10,00
699;"SUCCO DI UVA, CONSERVATO, non zuccherato";0,30;11,70;0,10;0,00;0,00;46,00
700;"SUCCO TROPICALE, CONSERVATO";0,20;11,60;0,10;0,00;0,00;47,00
701;"SUINO, CARNE SEMIGRASSA";17,20;0,00;22,10;62,00;0,00;268,00
702;"SUINO, BISTECCA";18,30;0,00;3,00;60,00;0,00;100,00
703;"SUINO, CARNE MAGRA";19,90;0,00;6,80;60,00;0,00;141,00
704;"SUINO, COSCIO";18,70;0,00;3,00;60,00;0,00;102,00
705;"SUINO, CUORE";18,30;0,40;9,40;79,00;0,00;159,00
706;"SUINO, FEGATO";22,80;1,50;4,80;403,00;0,00;140,00
707;"SUINO, SANGUE";19,00;0,10;0,20;46,00;0,00;78,00
708;"SURIMI";15,20;6,90;0,90;30,00;0,00;99,00
709;"TACCHINA, PETTO";22,00;0,40;6,20;57,00;0,00;145,00
710;"TACCHINA, ALA";22,30;0,00;16,90;78,00;0,00;241,00
711;"TACCHINA, COSCIA";20,90;0,40;18,70;86,00;0,00;253,00
712;"TACCHINO, INTERO";21,00;0,10;6,80;82,00;0,00;146,00
713;"TACCHINO, ALA";22,30;0,00;11,50;78,00;0,00;193,00
714;"TACCHINO, COSCIA";20,90;0,40;11,20;86,00;0,00;186,00
715;"TACCHINO, PETTO";22,00;0,40;4,90;57,00;0,00;134,00
716;"TALEGGIO";20,60;-2,00;24,80;90,00;0,00;306,00
717;"TAMARI, salsa di soia";10,50;4,80;0,10;0,00;0,80;60,00
718;"TAPIOCA";0,60;95,80;0,20;0,00;0,40;363,00
719;"TARTUFO NERO";6,00;0,70;0,50;0,00;8,50;31,00
720;"TE' DETEINATO, in foglie";19,60;3,00;2,00;0,00;0,00;108,00
721;"TE' DETEINATO, in tazza";0,10;-2,00;-2,00;0,00;0,00;-2,00
722;"TE', in foglie";19,60;3,00;2,00;0,00;44,70;108,00
723;"TE', in tazza";0,10;-2,00;-2,00;0,00;0,00;-2,00
724;"TEMPEH";20,70;6,40;6,40;0,00;4,10;166,00
725;"TIMO, fresco";3,00;15,10;2,50;0,00;12,30;95,00
726;"TIMO, secco macinato";9,10;45,30;7,40;0,00;18,60;276,00
727;"TINCA";17,90;0,00;0,50;29,00;0,00;76,00
728;"TIRAMISU'";13,20;33,50;25,80;197,00;7,50;411,00
729;"TISANA IN TAZZA";0,00;0,20;-2,00;0,00;0,00;1,00
730;"TOFU";8,10;0,70;4,80;0,00;1,20;76,00
731;"TONNO";21,50;0,00;8,00;27,00;0,00;158,00
732;"TONNO IN SALAMOIA, SGOCCIOLATO";25,10;0,00;0,30;63,00;0,00;103,00
733;"TONNO SOTT'OLIO, SGOCCIOLATO";22,80;0,00;18,50;65,00;0,00;258,00
734;"TORDO";20,10;0,00;7,70;86,00;0,00;143,00
735;"TORRONE CON MANDORLE";10,80;52,00;26,80;0,00;1,90;479,00
736;"TORTA AL CIOCCOLATO";4,90;36,80;17,50;58,00;3,60;315,00
737;"TORTA MARGHERITA";8,90;63,60;10,40;168,00;1,00;368,00
738;"TORTELLINI, freschi";12,20;52,60;7,10;177,00;1,30;310,00
739;"TORTELLINI, secchi";15,70;61,00;10,80;271,00;2,00;389,00
740;"TRIGLIA";15,80;1,10;6,20;94,00;0,00;123,00
741;"TROTA";14,70;0,00;3,00;55,00;0,00;86,00
742;"UOVO DI ANATRA";12,20;0,70;15,40;887,00;0,00;190,00
743;"UOVO DI GALLINA, ALBUME";10,90;0,80;-2,00;0,00;0,00;47,00
744;"UOVO DI GALLINA, INTERO";13,00;1,00;11,10;504,00;0,00;156,00
745;"UOVO DI GALLINA, INTERO, IN POLVERE";47,00;4,10;41,20;1900,00;0,00;574,00
746;"UOVO DI GALLINA, TUORLO";16,30;0,70;31,90;1480,00;0,00;355,00
747;"UOVO DI OCA";13,80;1,00;14,40;852,00;0,00;189,00
748;"UOVO DI TACCHINA";12,80;1,00;10,20;801,00;0,00;147,00
749;"UVA";0,50;15,60;0,10;0,00;1,50;61,00
750;"UVA SULTANINA/UVETTA, UVA SECCA";1,90;72,00;0,60;0,00;6,80;283,00
751;"VALERIANA";2,00;3,60;0,40;0,00;1,50;21,00
752;"VANIGLIA, estratto alcolico";0,10;12,70;0,10;0,00;0,00;288,00
753;"VENTAGLIO O PETTINE";16,80;2,40;0,80;33,00;0,00;88,00
754;"VERDURA E LEGUMI, SURGELATI";3,30;9,50;0,50;0,00;4,00;64,00
755;"VERMOUTH DOLCE";-2,00;15,90;0,00;0,00;0,00;151,00
756;"VERMOUTH SECCO";0,10;3,00;0,00;0,00;0,00;109,00
757;"VINO BIANCO";0,10;0,10;0,00;0,00;0,00;71,00
758;"VINO ROSATO";0,10;2,50;0,00;0,00;0,00;71,00
759;"VINO ROSSO";0,10;0,20;0,00;0,00;0,00;76,00
760;"VITELLO, CARNE MAGRA";20,70;0,10;1,00;70,00;0,00;92,00
761;"VITELLO, CARNE SEMIGRASSA";20,30;0,00;7,00;62,00;0,00;144,00
762;"VITELLO, CORATELLA";17,10;1,60;3,20;236,00;0,00;103,00
763;"VITELLONE, CARNE SEMIGRASSA";19,10;0,00;9,30;70,00;0,00;160,00
764;"VITELLONE, CARNE GRASSA";18,10;0,00;14,60;71,00;0,00;204,00
765;"VITELLONE, CARNE MAGRA";21,30;0,00;3,10;70,00;0,00;113,00
766;"VITELLONE, tagli di carne grassa";20,20;0,00;8,30;62,00;0,00;155,00
767;"VITELLONE, tagli di carne magra";21,30;0,00;2,80;50,00;0,00;108,00
768;"VITELLONE, tagli di carne semigrassa";21,50;0,00;6,10;54,00;0,00;140,00
769;"VODKA";0,00;0,00;0,00;0,00;0,00;222,00
770;"VONGOLA";10,20;2,20;2,50;50,00;0,00;72,00
771;"VONGOLE IN SCATOLA, AL NATURALE";25,60;5,10;2,00;67,00;0,00;148,00
772;"WAKAME, secca";12,40;-2,00;2,40;0,00;47,10;71,00
773;"WHISKY";0,00;0,10;0,00;0,00;0,00;238,00
774;"WURSTEL";13,70;1,40;23,30;62,00;0,00;270,00
775;"WURSTEL DI POLLO";12,90;6,80;19,50;101,00;0,00;257,00
776;"WURSTEL DI TACCHINO";14,30;1,50;17,70;107,00;0,00;226,00
777;"YOGURT DI LATTE INTERO";3,50;3,60;3,90;18,00;0,00;63,00
778;"YOGURT DI LATTE INTERO AI CEREALI E MALTO";3,50;12,90;3,60;16,00;0,20;95,00
779;"YOGURT DI LATTE INTERO ALLA FRUTTA";2,80;12,60;3,30;7,00;0,20;88,00
780;"YOGURT DI LATTE MAGRO ALLA FRUTTA";4,10;17,90;0,70;4,00;0,20;90,00
781;"YOGURT DI LATTE PARZIALMENTE SCREMATO";3,40;3,80;1,70;8,00;0,00;43,00
782;"YOGURT DI LATTE SCREMATO";3,30;4,00;0,90;4,00;0,00;36,00
783;"ZAFFERANO";11,40;61,50;5,90;0,00;3,90;310,00
784;"ZAMPONE";19,10;0,00;31,60;95,00;0,00;360,00
785;"ZUCCA GIALLA";1,10;3,50;0,10;0,00;0,50;18,00
786;"ZUCCHERO (Saccarosio)";0,00;104,50;0,00;0,00;0,00;392,00
787;"ZUCCHERO DI CANNA, GREZZO";0,10;101,30;0,00;0,00;0,00;362,00
788;"ZUCCHINE";1,30;1,40;0,10;0,00;1,30;11,00
